text,label
졸업하려면 학점을 얼마나 들어야해?,0
졸업 학점이 어떻게 되나요?,0
졸업 학점 조건이 어떻게 되나요?,0
졸업하고 싶은데 학점을 얼마나 취득해야해?,0
졸업 요건 중 학점은 어떻게 되나요?,0
졸업하려면 학점을 얼마나 채워야하나요?,0
졸업하려면 몇학점이 필요해?,0
학교 졸업하고 싶은데 학점을 얼마나 들어야해?,0
얼마나 학점을 취득해야 졸업할 수 있나요?,0
졸업하고 싶은데 들어야 할 총 학점이 얼마나 되나요?,0
내년에 졸업해야하는데 총 학점을 얼마나 들어야 가능할까요?,0
졸업 준비 중인데 학점을 얼마나 들어야하나요?,0
졸업하려면 학점을 총 몇 학점 들어야해?,0
졸업 총 학점이 어떻게 돼?,0
졸업 학점을 채우려는데 얼만큼 있나요?,0
총 졸업 학점이 얼마인가요?,0
학교에서 요구하는 졸업 학점은 어떻게 되나요?,0
졸업하려는데 학점을 얼마나 들어야 졸업할 수 있나요?,0
학점을 얼마나 들어야 졸업할 수 있나요?,0
졸업하려면 학점 총점이 얼마나 되야하나요?,0
학교 졸업 조건 중 학점은 어떻게 되나요?,0
졸업 학점이 총 얼마인지 알려줘,0
학교 탈출하고 싶은데 학점을 얼마나 들어야 하니?,0
졸업해서 학교 탈출하고 싶은데 학점을 얼마나 따야하나요?,0
졸업 조건 중 학점은 얼마야?,0
졸업하고 싶은데 취득해야 할 학점이 어떻게 되는지 알려줘,0
졸업 조건 중에서 총 학점은 얼마나 돼?,0
졸업하려는데 총 학점이 어떻게 되는지 알려줘,0
학교 졸업 학점이 얼마나 되는지 아니?,0
졸업하고 싶은데 몇 학점 들어야 하는지 모르겠어,0
정정기간은 언제인가요?,1
정정기간 언제부터 언제까지인가요?,1
정정기간 끝났나요?,1
언제부터 정정기간인가요?,1
정정기간 관련해서 궁금합니다.,1
정정기간에 대해 알려주세요,1
수강 정정 언제 가능한가요?,1
수강 신청 망했는데 바꿀 수 있나요?,1
수강 변경 언제 가능한가요?,1
수강 변경할 수 있나요?,1
수강 변경 가능해?,1
수강 정정 가능해?,1
수강 정정하고싶은데 어떻게 하나요,1
수강 정정하고싶어요,1
수강정정언제야,1
수강정정 알려줘,1
정정기간 언제야,1
언제 정정기간이야,1
수강정정하고싶어,1
정정 기간에 대해 궁금해,1
정정 기간 알려줘,1
정정 언제야?,1
언제부터 수강정정할 수 있어?,1
수강 정정 언제부터야?,1
정정기간 언제부터 언제까지야?,1
정정기간 알고싶어요,1
정정기간은 언제에요?,1
수강 정정은 어떻게 하나요?,1
정정은 어떻게 해요?,1
수강 신청한거 어떻게 바꿔요?,1
데이터 사이언스학과 수업을 들어도 전공으로 인정이 되나요?,2
지능기전 수업 들어도 전선 되나요?,2
다른과 C언어 들어도 인정 되나요?,2
다른과 수업 인정되는게 뭐가 있나요?,2
학수번호 같으면 다른과거 들어도 돼요?,2
학수번호 다른데 이름은 비슷한데 이거도 전공으로 인정 되나요?,2
인정되는 다른과 수업은 뭐가 있나요?,2
다른과 수업도 인정되는 경우가 있나요?,2
다른과거도 전공으로 인정되나요?,2
다른과 전선을 우리과 전필로 인정해주나요?,2
컴퓨터공학과 수업을 들어도 우리과 전공으로 인정되나요?,2
다른과 수업 들어도 전공으로 인정 되나요?,2
컴퓨터 공학과 수업도 전공 되나요?,2
다른과 전선도 전필로 인정 되나요?,2
다른과 전공도 전공으로 인정해줘?,2
다른과 수업 전공 들어도 인정되는지 궁금합니다,2
우리과 수업 말고 다른과걸로 들어도 전공이 인정되는지 알려주세요,2
전공을 다른과 같은 학수번호 수업으로 들어도 되나요?,2
학수번호 다른데 전공으로 인정 되나요?,2
소융대가 아닌 다른과 전공은 전공으로 인정 되나요?,2
소융대 다른과 수업 들으면 전공 인정 되나요?,2
다른과 수업 전공 들어도 인정 되나요?,2
전공 다른과거 듣고 싶은데 가능한가여?,2
다른과 전공 인정 되나요?,2
전공 우리과랑 학수번호 같은 다른과거 들어도 되나요?,2
수업 다른과거 들어도 인정 되나요?,2
다른과 수업 전공으로 인정되는 기준이 뭔가요?,2
다른과 전공 듣고싶은데 교양으로 들어가는건가요?,2
다른과 전공 들으면 교양처리되나요 아니면 전공 인정 해주나요?,2
지능기전 수업도 전공으로 인정 해주나요?,2
학수번호는 다른데 이름은 비슷한 과목도 전공 인정 되나요?,2
수강 신청 어디에서 하나요?,3
수강신청 어디서 하나요.,3
수강 신청 어디서 해,3
수강신청 어디서 해,3
수강신청 어디서해,3
수강신청 어디서 하는거야,3
수강신청 어디서 할 수 있어,3
수강신청 어디에서 해,3
수강신청 어디에서 하는거야,3
수강신청 어디에서 하면 돼,3
수강신청 어디에서 하면 되지,3
수강신청 하는 곳 알려줘,3
수강 신청 하는 곳 어디야,3
수강신청 하는 곳이 어디인가요,3
수강신청 하는 곳 좀 알려주세요.,3
수강신청 하는 사이트 알려주세요,3
수강신청은 어디로 가서 해야하나요,3
수강신청 어떤 사이트에서 하나요,3
수강신청 어떤 사이트에서 할 수 있나요,3
수강신청 어떤 사이트에서 해,3
수강 신청 어디서 할 수 있어?,3
수강 신청 어디서 하면 될까,3
수강 신청 기간이 언제인가요?,4
수강 신청은 언제까지 하면 되는건가요?,4
수강 신청은 언제부터 하면 되나요?,4
수강신청 기간은 언제인가요?,4
수강신청 기간이 언제인가요?,4
수강신청 기간이 궁금합니다.,4
수강신청 기간을 알려주세요.,4
수강 신청 기간이 언제일까요??,4
수강 신청 기간은 언제일까요?,4
수강 신청 기간을 알려주실 수 있을까요?,4
수강 신청 기간 알려줘.,4
수강 신청 기간 언제야.,4
수강신청 기간 언제야,4
수강신청 기간 알려줘.,4
수강신청 언제까지 하면 되나요.,4
수강신청 언제까지 하면 될가요.,4
수강신청 언제까지 해야 하나요.,4
수강신청 언제까지 해야해?,4
수강 신청 언제까지 하면 될가요.,4
수강 신청 언제까지 해야 하나요,4
수강신청 언제까지야.,4
수강 신청 언제까지야.,4
수강 신청 언제가지야.,4
수강 신청 언제부터하면돼?,4
수강신청 언제부터하면 돼?,4
수강신청 날짜가 언제야,4
수강신청 날짜를 알려줘,4
수강신청하는 기간을 알려줘,4
수강신청하는 시간을 알려줘,4
수강신청 언제하면 되는거야,4
수강신청 기간.,4
교내 장학금 제도에는 어떤 것들이 있나요?,5
교내 장학금 제도에 뭐가 있어요,5
장학금 제도에 어떤 것들이 있나요,5
장학금 제도에 어떤 것들이 있어,5
교내 장학금 제도에 뭐가 있어,5
장학금 제도에 어떤 종류들이 있나요,5
장학금 제도 중에 어떤 것들이 있나요.,5
장학금 제도 중에 어떤 게 있어 ,5
교내 장학금 알려주라,5
교내 장학금 알려주세요,5
장학금에는 어떤 것들이 있나요,5
장함금들 알려주세요,5
교내 장학금들 알려주세요,5
장학금 뭐가 있나요,5
장학금 어떤것들이 있나요,5
장학금을 받고 싶은데 어떤 것들이 있나요.,5
학교에서 어떤 장학 제도가 있나요.,5
교내에 장학제도가 어떻게 되나요,5
교내에 어떤 장학금들이 있나요,5
교내에 어떤 장학제도들이 있나요,5
장학제도 알려주세요,5
어떻게 하면 장학금을 받을 수 있나요,5
장학금 받는 방법을 알려주세요,5
장학금 받고 싶습니다.,5
장학금 받을래요,5
장학금 내꺼,5
Show me the 장학금,5
어떤 과목을 신청하면 되나요.,6
어떤 과목을 꼭 신청해야하나요,6
어떤 과목들을 들어야돼,6
무슨 과목을 신청해야해,6
무슨 과목이 전공필수야,6
무슨 과목들을 수강신청하면 되나요,6
어떤 과목들을 수강신청하면 될까,6
수강 신청해야 하는 과목 알려줘,6
무슨 과목을 들어야하는지 모르겠어요,6
어떤 과목을 필수적으로 들어야죠,6
C언어는 들어야하는 건가요,6
ELP는 꼭 들어야하는 건가요,6
미적분은 안 들어도 되나요,6
C언어 들어야돼,6
C언어 안들으면 안되나여,6
C언어 안들으면 어떻게 되죠,6
C언어 과목 무조건 신청해야하는 건가요?,6
파이썬을 꼭 들어야 되나요.,6
파이썬 안들으면 어떻게 되져,6
파이썬을 무조건 신청해야하는 건가요,6
파이썬 신청 안해도 되나요,6
C언어 신청 안해도 되나요.,6
ELP신청 안해도 되나여,6
수강 신청해야하는 과목,6
수강 신청해야하는 과목 알려줘,6
신청해야 할 전공 알려줘,6
무슨 과목 신청해야해,6
무슨 과목 신청해야하는지 알려줘,6
수강 신청 어떻게 하는거에요,7
수강신청 어떻게 하는거야,7
수강신청 하는 법 알려주세요,7
수강신청 하는 법 알려줘,7
수강 신청을 어떻게 하는지 모르겠어요,7
수강 신청 하는 법 어디에 나와있나요,7
수강 신청 어떻게 하는지 나와있나요,7
수강 신청 사용법 알려주세요,7
수강 신청 사용법 어디서 확인할 수 있죠,7
수강 신청 어떻게 해,7
수강신청 순서 알려줘,7
수강신청 하는 순서 알려주세요,7
수강신청하는 방법을 잘 모르겠어요,7
수강신청 알려줘,7
수강신청 알려주는 사이트 없어,7
수강신청 알려주는 사이트 알려줘,7
어떻게 수강신청 해,7
어떻게 수강신청 하는거야,7
수강신청 사용법 확인 할 수 있는 곳 알려줘,7
수강신청 어디서 어떻게 해,7
수강신청 어려워,7
수강 신청이 복잡해,7
수강신청 간단하게 알려줘,7
수강신청 처음인데 어떻게 하는 줄 모르겠어요,7
수강신청 처음인데 어떻게 하는 지 모르겠어,7
신입생인데 수강신청 어떻게 하는지 모르겠어요.,7
고전강독을 얼만큼 들어야 하나요?,8
졸업요건 고전강독,8
고전강독에 관해서 알려줘,8
졸업하려면 고전강독 얼마나 들어야하나요?,8
졸업 하려면 고전강독,8
고전강독 얼마나 들어야 졸업할 수 있나요?,8
졸업하려면 고전강독 얼마나 들어야해?,8
고전 인증하려면 어케하나요,8
고전 인증하려면 어떻게 하나요?,8
고전 독서 인증하려면 어떻게 하나요,8
고전 독서 인증에 대해 알려줘,8
고전독서인증 어떻게 하나요,8
고전독서 인증에 대해 알려주세요,8
고전독서인증 알려줘,8
고전 독서 인증에 대해 알고싶어,8
고전독서에 대해 알려줘,8
고전강독,8
고전독서 알려줘,8
고전독서는 어떻게 해야해?,8
고전독서에 대해 알고싶어,8
졸업해야하는데 고전독서 얼마나 해야해..?,8
졸업하려면 고전독서 얼마나해?,8
졸업해야하는데 고전독서 얼마나 읽어야 할까?,8
고전강독을 왜 들어야해?,8
고전강독을 왜 들어야할까?,8
4학년인데 고전독서 안했어 어떻게?,8
4학년인데 고전독서 못했으면 어떻게,8
고전독서 얼마나 더 읽어야해?,8
고전독서 고전인증 더해야할까?,8
고전독서 얼마나 해야지 졸업할 수 있을까?,8
고전인증 얼마나 더 해야 졸업할 수 있을까?,8
고전 얼마나 더 해야해?,8
고전 어느정도 해야 졸업하지?,8
교수님 어디 계시나요?,9
교수님 어느 건물에 계시나요?,9
교수님 어디 계시나용,9
교수님 어디 있어요?,9
교수님 어디있어요,9
교수님 상담이 있는데 어디로 가야 하나요,9
교수님 상담이 있는데 어디로 가야 할까요,9
교수님 뵈려면 어디로 가야하냐요?,9
교수님과 할말이 있는데 어디로 가야하나요?,9
교수님이 연락이 안되시는데 어디로 가면 뵐 수 있나요?,9
교수님 어디 계셔?,9
교수 어디있어?,9
교수님 사무실 어디에요?,9
교수님 연구실 어디에요?,9
교수님 광개토관 몇 호에 계시나요?,9
교수 있는 건물이 어딘가요?,9
교수님 만나야 되는데 어디 계시나요,9
교수님 만나야 하는데 어디로 가면 될까요?,9
교수님 센 102에 계신거 맞나요?,9
교수님 세종관에 계신거 맞나요?,9
교수 집현관에 있나요?,9
교수님 센102에 안계시던데 여기가 아닌가요?,9
교수님 사무실 집현관이 아닌가요?,9
교수님 만나려면 몇시에 어디로 가야하나요,9
교수님 사무실 알려줘,9
교수님 연구실 알려줘,9
교수님 위치 알려줘,9
교수님 위치,9
교수님 사무실,9
교수님 연구실,9
교수님 전화번호가 무엇인가요,9
교수님 전화번호,9
교수님 번호,9
교수님 번호가 무엇인가요,9
교수님과 연락하려면 어떻게 해야 하나요,9
교수님 번호가 뭐야?,9
교수님 번호 알려줘,9
교수님 전화번호 알려줘,9
교수님 전화번호가 궁금해요,9
교수님 전화번호,9
교수님 번호가 궁금해요,9
교수님 이메일이 무엇인가요,9
교수님 email,9
교수님 email 알고싶어요,9
교수님 email 궁금해요,9
교수님 이메일 알려줘,9
교수님 email이 무엇인가요?,9
교수님 이메일 알고싶어,9
교수님한테 이메일 보내줘,9
교수님 이메일 뭐야?,9
교수님 email이랑 번호 알려줘,9
교수님과 연락하려면?,9
교수님과 연락하고싶어.,9
